gamma,rate,seed,acc,mse_our,mse_naive,graph
0.5,18,2,0.53,0.2564402128452934,0.2269039112215203,WS_N_100_K_30_P_0.2
0.5,18,3,0.46,0.23998141335105277,0.21692247953970592,WS_N_100_K_30_P_0.2
0.5,18,4,0.51,0.24129579270006907,0.21794650049203002,WS_N_100_K_30_P_0.2
0.5,19,0,0.49,0.27893491238893914,0.24659482252134876,WS_N_100_K_30_P_0.2
0.5,19,1,0.52,0.2721905694846906,0.23671399369466795,WS_N_100_K_30_P_0.2
0.5,19,2,0.59,0.2923905072242517,0.2624841535506336,WS_N_100_K_30_P_0.2
0.5,19,3,0.63,0.30304472873749444,0.27915512026749534,WS_N_100_K_30_P_0.2
0.5,19,4,0.52,0.2554249742523426,0.21698513602545275,WS_N_100_K_30_P_0.2
0.5,20,0,0.54,0.28547432914258425,0.24769315328029834,WS_N_100_K_30_P_0.2
0.5,20,1,0.48,0.26121341151964544,0.22593998132010806,WS_N_100_K_30_P_0.2
0.5,20,2,0.49,0.2670942626857893,0.23181401490713757,WS_N_100_K_30_P_0.2
0.5,20,3,0.52,0.24908616449039933,0.22105822882377008,WS_N_100_K_30_P_0.2
0.5,20,4,0.44,0.28811520142851005,0.2525961752193095,WS_N_100_K_30_P_0.2
0.5,21,0,0.52,0.28684077674610803,0.2351320672955953,WS_N_100_K_30_P_0.2
0.5,21,1,0.67,0.3154473659391252,0.27447118742249865,WS_N_100_K_30_P_0.2
0.5,21,2,0.57,0.3111383949063558,0.25089553103340545,WS_N_100_K_30_P_0.2
0.5,21,3,0.38,0.22758722465826417,0.2124097650506209,WS_N_100_K_30_P_0.2
0.5,21,4,0.62,0.33102635805008435,0.2712179986163573,WS_N_100_K_30_P_0.2
0.5,22,0,0.42,0.30810464720619,0.264144738249482,WS_N_100_K_30_P_0.2
0.5,22,1,0.43,0.30556700410432375,0.27040779077920035,WS_N_100_K_30_P_0.2
0.5,22,2,0.54,0.30852380478874936,0.2802872462634746,WS_N_100_K_30_P_0.2
0.5,22,3,0.42,0.327549760741547,0.28146557709681497,WS_N_100_K_30_P_0.2
0.5,22,4,0.62,0.3136542092289994,0.2895835656894606,WS_N_100_K_30_P_0.2
0.5,23,0,0.34,0.2944554395782983,0.25102920831552483,WS_N_100_K_30_P_0.2
0.5,23,1,0.41,0.3344385234535387,0.26830297907865375,WS_N_100_K_30_P_0.2
0.5,23,2,0.36,0.2854471010227664,0.24678046990413469,WS_N_100_K_30_P_0.2
0.5,23,3,0.4,0.29484323302383475,0.25971734202879987,WS_N_100_K_30_P_0.2
0.5,23,4,0.32,0.2641057317344971,0.24356131536227646,WS_N_100_K_30_P_0.2
0.5,24,0,0.35,0.2849845546600031,0.2293539610112828,WS_N_100_K_30_P_0.2
0.5,24,1,0.45,0.3231898939939286,0.26326494707154796,WS_N_100_K_30_P_0.2
0.5,24,2,0.36,0.2979325078207759,0.2426719828422982,WS_N_100_K_30_P_0.2
0.5,24,3,0.39,0.3188657253986434,0.2534312996801805,WS_N_100_K_30_P_0.2
0.5,24,4,0.39,0.2862056560006409,0.24334585184928387,WS_N_100_K_30_P_0.2
0.5,25,0,0.5,0.3555397047905014,0.28425518960426766,WS_N_100_K_30_P_0.2
0.5,25,1,0.47,0.349079079505327,0.2726592294580815,WS_N_100_K_30_P_0.2
0.5,25,2,0.38,0.3242902092917662,0.24193183319010586,WS_N_100_K_30_P_0.2
0.5,25,3,0.45,0.3499646678420548,0.2689936273357475,WS_N_100_K_30_P_0.2
0.5,25,4,0.47,0.34524957388043664,0.2703597241532325,WS_N_100_K_30_P_0.2
0.5,26,0,0.5,0.36175043682979974,0.28763900659049724,WS_N_100_K_30_P_0.2
0.5,26,1,0.5,0.36505488287130766,0.28144922432736746,WS_N_100_K_30_P_0.2
0.5,26,2,0.53,0.37518865729403666,0.30126930350918424,WS_N_100_K_30_P_0.2
0.5,26,3,0.57,0.3761650766015058,0.318255579057972,WS_N_100_K_30_P_0.2
0.5,26,4,0.56,0.3866273378583698,0.3145240286647497,WS_N_100_K_30_P_0.2
0.5,27,0,0.59,0.3923896423626321,0.3247635363956458,WS_N_100_K_30_P_0.2
0.5,27,1,0.65,0.3849398303665234,0.34333068020378277,WS_N_100_K_30_P_0.2
0.5,27,2,0.61,0.3953959001504875,0.3327830861070728,WS_N_100_K_30_P_0.2
0.5,27,3,0.52,0.3631715343153862,0.29436219289688376,WS_N_100_K_30_P_0.2
0.5,27,4,0.7,0.3892507511340939,0.3637164602628982,WS_N_100_K_30_P_0.2
0.5,28,0,0.68,0.3904513474330473,0.3584858076305504,WS_N_100_K_30_P_0.2
0.5,28,1,0.66,0.3986849660103242,0.35110349981432776,WS_N_100_K_30_P_0.2
0.5,28,2,0.65,0.37491258383012616,0.34422770410837067,WS_N_100_K_30_P_0.2
0.5,28,3,0.67,0.37306748040770166,0.34428429365364593,WS_N_100_K_30_P_0.2
0.5,28,4,0.67,0.3859119606318793,0.3506358603964369,WS_N_100_K_30_P_0.2
0.5,29,0,0.85,0.3396057527047082,0.3932313401594056,WS_N_100_K_30_P_0.2
0.5,29,1,0.74,0.38529622229387706,0.37246928922862066,WS_N_100_K_30_P_0.2
0.5,29,2,0.75,0.3801545978757925,0.37503606912305987,WS_N_100_K_30_P_0.2
0.5,29,3,0.79,0.3740880551124877,0.3869491528290284,WS_N_100_K_30_P_0.2
0.5,29,4,0.79,0.3593187667272033,0.38444050610226344,WS_N_100_K_30_P_0.2
0.6,15,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.6,15,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.6,15,2,1.0,0.30876726387491554,0.3548387096774194,WS_N_100_K_30_P_0.2
0.6,15,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.6,15,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.6,16,0,1.0,0.2895193686106482,0.35846411732410094,WS_N_100_K_30_P_0.2
0.6,16,1,1.0,0.19520033324628697,0.2581430541899906,WS_N_100_K_30_P_0.2
0.6,16,2,0.43,0.22812662598416283,0.2115084168646987,WS_N_100_K_30_P_0.2
0.6,16,3,1.0,0.1806176058847614,0.24029556012559808,WS_N_100_K_30_P_0.2
0.6,16,4,0.48717948717948717,0.19461367758887205,0.1905547612886331,WS_N_100_K_30_P_0.2
0.6,17,0,0.42,0.224886143906058,0.19753180896848943,WS_N_100_K_30_P_0.2
0.6,17,1,0.6170212765957447,0.1372621405612674,0.16787683088053623,WS_N_100_K_30_P_0.2
0.6,17,2,0.38,0.21798028705797906,0.18884392750420914,WS_N_100_K_30_P_0.2
0.6,17,3,0.37,0.20761895456453094,0.18110800416581577,WS_N_100_K_30_P_0.2
0.6,17,4,0.4,0.19840796948588205,0.17491935191109795,WS_N_100_K_30_P_0.2
0.6,18,0,0.39,0.22052265286470366,0.19165747503573186,WS_N_100_K_30_P_0.2
0.6,18,1,0.52,0.23757384485635635,0.21922601921951212,WS_N_100_K_30_P_0.2
0.6,18,2,0.46,0.23007624399049512,0.20737065564599497,WS_N_100_K_30_P_0.2
0.6,18,3,0.45,0.2046931835096632,0.18642339283743256,WS_N_100_K_30_P_0.2
0.6,18,4,0.47,0.22300547826822303,0.1961655843255194,WS_N_100_K_30_P_0.2
0.6,19,0,0.41,0.20437391636398522,0.17437181814694927,WS_N_100_K_30_P_0.2
0.6,19,1,0.46,0.2285554592152804,0.19587628207629634,WS_N_100_K_30_P_0.2
0.6,19,2,0.46,0.2315783338848751,0.19949448219863375,WS_N_100_K_30_P_0.2
0.6,19,3,0.47,0.23241152565679296,0.21041364568592588,WS_N_100_K_30_P_0.2
0.6,19,4,0.56,0.23411123558415814,0.21499568176203662,WS_N_100_K_30_P_0.2
0.6,20,0,0.42,0.23732733933355463,0.20778684129888073,WS_N_100_K_30_P_0.2
0.6,20,1,0.4,0.21753793552951836,0.20245475798251142,WS_N_100_K_30_P_0.2
0.6,20,2,0.49,0.2546495403719436,0.22600240657805945,WS_N_100_K_30_P_0.2
0.6,20,3,0.38,0.19733265969513433,0.1715017239739206,WS_N_100_K_30_P_0.2
0.6,20,4,0.45,0.21365766470796688,0.1936476994110205,WS_N_100_K_30_P_0.2
0.6,21,0,0.47,0.24110718490836217,0.2195636102467181,WS_N_100_K_30_P_0.2
0.6,21,1,0.47,0.24605531265523065,0.2063329100448961,WS_N_100_K_30_P_0.2
0.6,21,2,0.54,0.2621523268639335,0.22909610538476205,WS_N_100_K_30_P_0.2
0.6,21,3,0.44,0.20752685945862334,0.1829324994820112,WS_N_100_K_30_P_0.2
0.6,21,4,0.57,0.2704579398855466,0.23109307672439494,WS_N_100_K_30_P_0.2
0.6,22,0,0.52,0.2374060429420185,0.22230310456463442,WS_N_100_K_30_P_0.2
0.6,22,1,0.47,0.2478280713738908,0.20960384076458152,WS_N_100_K_30_P_0.2
0.6,22,2,0.58,0.28798719329402284,0.2472738430966544,WS_N_100_K_30_P_0.2
0.6,22,3,0.46,0.22007949798464732,0.1985959195874541,WS_N_100_K_30_P_0.2
0.6,22,4,0.46,0.27458107838273005,0.24254145454511875,WS_N_100_K_30_P_0.2
0.6,23,0,0.5,0.25650750383192655,0.22749550938417812,WS_N_100_K_30_P_0.2
0.6,23,1,0.48,0.26086064487832483,0.2221318540640959,WS_N_100_K_30_P_0.2
0.6,23,2,0.56,0.26769709728286095,0.23559802795292756,WS_N_100_K_30_P_0.2
0.6,23,3,0.52,0.2935244934758079,0.2602821387197021,WS_N_100_K_30_P_0.2
0.6,23,4,0.53,0.28539796240048815,0.2475686990439296,WS_N_100_K_30_P_0.2
0.6,24,0,0.48,0.28075591394926863,0.24347861071273208,WS_N_100_K_30_P_0.2
0.6,24,1,0.48,0.23020353146219033,0.20641789104386932,WS_N_100_K_30_P_0.2
0.6,24,2,0.43,0.2646702060539237,0.227284929857695,WS_N_100_K_30_P_0.2
0.6,24,3,0.5,0.2975814914083913,0.24911992937941288,WS_N_100_K_30_P_0.2
0.6,24,4,0.48,0.2711813581574374,0.23385802231671718,WS_N_100_K_30_P_0.2
0.6,25,0,0.54,0.28346916678477085,0.23755816665739113,WS_N_100_K_30_P_0.2
0.6,25,1,0.39,0.23460517701617029,0.21338616122177237,WS_N_100_K_30_P_0.2
0.6,25,2,0.55,0.2751230135619221,0.23670135450443713,WS_N_100_K_30_P_0.2
0.6,25,3,0.54,0.2663547443928123,0.22098037490761077,WS_N_100_K_30_P_0.2
0.6,25,4,0.53,0.2692221679763132,0.2301860294355046,WS_N_100_K_30_P_0.2
0.6,26,0,0.61,0.318465195333787,0.26193163679144793,WS_N_100_K_30_P_0.2
0.6,26,1,0.48,0.3118724914638141,0.2586433789218891,WS_N_100_K_30_P_0.2
0.6,26,2,0.55,0.30048415486518576,0.25182901428837945,WS_N_100_K_30_P_0.2
0.6,26,3,0.65,0.3155051531640829,0.27463677633619527,WS_N_100_K_30_P_0.2
0.6,26,4,0.42,0.23376653009738138,0.21242870499619304,WS_N_100_K_30_P_0.2
0.6,27,0,0.46,0.30834753794861103,0.2763422419540103,WS_N_100_K_30_P_0.2
0.6,27,1,0.63,0.33243797126944646,0.28175375714203094,WS_N_100_K_30_P_0.2
0.6,27,2,0.62,0.3226941403724986,0.2795511892080452,WS_N_100_K_30_P_0.2
0.6,27,3,0.58,0.34730329496739887,0.2700473932211863,WS_N_100_K_30_P_0.2
0.6,27,4,0.62,0.2633464293406303,0.2724944130958355,WS_N_100_K_30_P_0.2
0.6,28,0,0.4,0.2636510365430701,0.25228772608089356,WS_N_100_K_30_P_0.2
0.6,28,1,0.41,0.2808921506495297,0.25099895148503565,WS_N_100_K_30_P_0.2
0.6,28,2,0.42,0.2791123733561163,0.2575961961955877,WS_N_100_K_30_P_0.2
0.6,28,3,0.41,0.26503144365090187,0.24364021943750977,WS_N_100_K_30_P_0.2
0.6,28,4,0.56,0.31265113658187843,0.277718006902156,WS_N_100_K_30_P_0.2
0.6,29,0,0.36,0.24826337841872825,0.23014836236888606,WS_N_100_K_30_P_0.2
0.6,29,1,0.53,0.2776737073335461,0.25471108153753863,WS_N_100_K_30_P_0.2
0.6,29,2,0.37,0.2623380107040633,0.23021774215572927,WS_N_100_K_30_P_0.2
0.6,29,3,0.37,0.24819157459063187,0.22871351973215678,WS_N_100_K_30_P_0.2
0.6,29,4,0.41,0.20786963022310956,0.21763654788520204,WS_N_100_K_30_P_0.2
0.7,15,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,15,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,15,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,15,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,15,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,16,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,16,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,16,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,16,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,16,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,17,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,17,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,17,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,17,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,17,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,18,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,18,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,18,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,18,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,18,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,19,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,19,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,19,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,19,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,19,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,20,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,20,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,20,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,20,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,20,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,21,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,21,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,21,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,21,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,21,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,22,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,22,1,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,22,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,22,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,22,4,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,23,0,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,23,1,1.0,0.22320201092486291,0.35867628289527553,WS_N_100_K_30_P_0.2
0.7,23,2,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,23,3,0.5,-1.0,-1.0,WS_N_100_K_30_P_0.2
0.7,23,4,1.0,0.2211844542091269,0.34375,WS_N_100_K_30_P_0.2
0.7,24,0,0.37,0.19784347995087218,0.15529383094420146,WS_N_100_K_30_P_0.2
0.7,24,1,1.0,0.2094502379325051,0.34375,WS_N_100_K_30_P_0.2
0.7,24,2,1.0,0.21505483500476644,0.3723002331183292,WS_N_100_K_30_P_0.2
0.7,24,3,0.41,0.19872692576934628,0.16040135174703085,WS_N_100_K_30_P_0.2
0.7,24,4,1.0,0.19201886267600823,0.33444259873983134,WS_N_100_K_30_P_0.2
0.7,25,0,0.45,0.24438622129536716,0.2090113536758641,WS_N_100_K_30_P_0.2
0.7,25,1,0.37,0.22103597298623973,0.17074893869061383,WS_N_100_K_30_P_0.2
0.7,25,2,0.39,0.23035948548415341,0.18844815922908342,WS_N_100_K_30_P_0.2
0.7,25,3,0.48,0.2471875126642156,0.20644010984967887,WS_N_100_K_30_P_0.2
0.7,25,4,0.46,0.20944434914242285,0.17546898282679177,WS_N_100_K_30_P_0.2
0.7,26,0,0.46,0.2247447487064228,0.17440893254299847,WS_N_100_K_30_P_0.2
0.7,26,1,0.45,0.20045302276316634,0.16728084136084756,WS_N_100_K_30_P_0.2
0.7,26,2,0.47,0.2237786320511845,0.17861817860512413,WS_N_100_K_30_P_0.2
0.7,26,3,0.45,0.23753052302132002,0.1958984175278191,WS_N_100_K_30_P_0.2
0.7,26,4,0.42,0.23585370260950655,0.18648679388212475,WS_N_100_K_30_P_0.2
0.7,27,0,0.54,0.2349606380519181,0.19741177237777402,WS_N_100_K_30_P_0.2
0.7,27,1,0.48,0.23841831037417727,0.1924300516594907,WS_N_100_K_30_P_0.2
0.7,27,2,0.57,0.24250401125531665,0.20744868417837117,WS_N_100_K_30_P_0.2
0.7,27,3,0.51,0.2486134522768413,0.20918892489845953,WS_N_100_K_30_P_0.2
0.7,27,4,0.51,0.2567500556766399,0.2131335980256025,WS_N_100_K_30_P_0.2
0.7,28,0,0.5,0.25961413612848305,0.2193486318833714,WS_N_100_K_30_P_0.2
0.7,28,1,0.46,0.24116339041982468,0.2006553993565546,WS_N_100_K_30_P_0.2
0.7,28,2,0.46,0.22429211001796864,0.1847671891769762,WS_N_100_K_30_P_0.2
0.7,28,3,0.46,0.22170556258668628,0.1813822922705452,WS_N_100_K_30_P_0.2
0.7,28,4,0.46,0.2484981008689472,0.2118497598399905,WS_N_100_K_30_P_0.2
0.7,29,0,0.44,0.2235040957578908,0.19713437701494763,WS_N_100_K_30_P_0.2
0.7,29,1,0.48,0.2594206352585932,0.23491551587968523,WS_N_100_K_30_P_0.2
0.7,29,2,0.45,0.25481595043305155,0.20786496875708646,WS_N_100_K_30_P_0.2
0.7,29,3,0.44,0.24536284494820512,0.21720489025412787,WS_N_100_K_30_P_0.2
0.7,29,4,0.51,0.2604992376725268,0.23097268612709,WS_N_100_K_30_P_0.2
